MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD (MET/CET);LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;REFERENTIE;NOTITIE_CODE;NOTITIE_OMSCHRIJVING;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME;GROEPERING_OMSCHRIJVING;GROEPERING_CODE;GROEPERING_KANAAL;GROEPERING_TYPE
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;17-09-2019;12:00:00;;27,45;27.45;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;18-09-2019;12:00:00;;27,17;27.17;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;18-09-2019;12:00:00;;27,17;27.17;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;19-09-2019;12:00:00;;27,4;27.4;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;19-09-2019;12:00:00;;27,4;27.4;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;20-09-2019;12:00:00;;23,92;23.92;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;20-09-2019;12:00:00;;23,92;23.92;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;21-09-2019;12:00:00;;24,27;24.27;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;21-09-2019;12:00:00;;24,27;24.27;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;22-09-2019;12:00:00;;22,54;22.54;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;22-09-2019;12:00:00;;22,54;22.54;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;23-09-2019;12:00:00;;25,02;25.02;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;23-09-2019;12:00:00;;25,02;25.02;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;24-09-2019;12:00:00;;26,66;26.66;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;24-09-2019;12:00:00;;26,66;26.66;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;25-09-2019;12:00:00;;27,54;27.54;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;25-09-2019;12:00:00;;27,54;27.54;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;26-09-2019;12:00:00;;31,71;31.71;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;26-09-2019;12:00:00;;31,71;31.71;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;27-09-2019;12:00:00;;37,46;37.46;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;27-09-2019;12:00:00;;37,46;37.46;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;28-09-2019;12:00:00;;32,11;32.11;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;28-09-2019;12:00:00;;32,11;32.11;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;29-09-2019;12:00:00;;44,13;44.13;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;29-09-2019;12:00:00;;44,13;44.13;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;30-09-2019;12:00:00;;58,76;58.76;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;30-09-2019;12:00:00;;58,76;58.76;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;01-10-2019;12:00:00;;79,36;79.36;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;01-10-2019;12:00:00;;79,36;79.36;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;02-10-2019;12:00:00;;117,64;117.64;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;02-10-2019;12:00:00;;117,64;117.64;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;03-10-2019;12:00:00;;78,61;78.61;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;03-10-2019;12:00:00;;78,61;78.61;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;04-10-2019;12:00:00;;104,08;104.08;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;04-10-2019;12:00:00;;104,08;104.08;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;05-10-2019;12:00:00;;31,06;31.06;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;05-10-2019;12:00:00;;31,06;31.06;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;06-10-2019;12:00:00;;94,28;94.28;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;06-10-2019;12:00:00;;94,28;94.28;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;07-10-2019;12:00:00;;112,9;112.9;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;07-10-2019;12:00:00;;112,9;112.9;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;08-10-2019;12:00:00;;108,99;108.99;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;08-10-2019;12:00:00;;108,99;108.99;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;09-10-2019;12:00:00;;109,07;109.07;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;09-10-2019;12:00:00;;109,07;109.07;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;10-10-2019;12:00:00;;126,64;126.64;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;10-10-2019;12:00:00;;126,64;126.64;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;11-10-2019;12:00:00;;117,39;117.39;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;11-10-2019;12:00:00;;117,39;117.39;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;12-10-2019;12:00:00;;126,48;126.48;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;12-10-2019;12:00:00;;126,48;126.48;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;13-10-2019;12:00:00;;56,96;56.96;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;13-10-2019;12:00:00;;56,96;56.96;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;14-10-2019;12:00:00;;90,47;90.47;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;14-10-2019;12:00:00;;90,47;90.47;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;15-10-2019;12:00:00;;71,69;71.69;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;15-10-2019;12:00:00;;71,69;71.69;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;16-10-2019;12:00:00;;73,54;73.54;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;16-10-2019;12:00:00;;73,54;73.54;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;17-10-2019;12:00:00;;84,07;84.07;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
;Venlo;VENLO;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;Gemiddelde;GEM;Rek. gem. afvoer over vorige 5 en volgende 5 min.(MSW90);other:F103;Steekbemonstering;SB;17-10-2019;12:00:00;;84,07;84.07;Normale waarde;;;;Gecontroleerd;LBXXREG_AFVOER;Stroomsnelheidsmeter;156;;;;;-999999999;NVT;25831;720154,244717933;5695587,47507599;;;;;;;
